game_id,platform_id,company_id,release_date,region,role
62,4,228,2005-03-29,EU,publisher
62,27,534,2005-03-29,WW,developer
62,27,228,2005-03-29,EU,publisher
63,31,63,1999-05-19,WW,developer
63,31,63,1999-05-19,NA,publisher
63,67,63,1999-05-19,WW,developer
63,67,63,1999-05-19,NA,publisher
63,94,63,1999-05-19,WW,developer
63,94,63,1999-05-19,NA,publisher
63,4,63,1999-05-19,WW,developer
63,4,63,1999-05-19,NA,publisher
64,27,63,2015-11-17,WW,developer
64,27,63,2015-11-17,NA,publisher
66,4,63,2001-02-19,WW,developer
66,4,63,2001-02-19,NA,publisher
67,5,534,2011-03-22,WW,developer
67,5,63,2011-03-22,NA,publisher
67,4,534,2011-03-22,WW,developer
67,4,63,2011-03-22,NA,publisher
67,8,534,2011-03-22,WW,developer
67,8,63,2011-03-22,NA,publisher
67,66,534,2011-03-22,WW,developer
67,66,63,2011-03-22,NA,publisher
67,23,534,2011-03-22,WW,developer
67,23,63,2011-03-22,NA,publisher
67,22,534,2011-03-22,WW,developer
67,22,63,2011-03-22,NA,publisher
67,6,534,2011-03-22,WW,developer
67,6,63,2011-03-22,NA,publisher
68,6,63,2002-03-10,WW,developer
68,6,63,2002-03-10,NA,publisher
70,8,534,2006-09-11,WW,developer
70,8,63,2006-09-11,NA,publisher
70,8,1326,2006-09-11,EU,publisher
70,4,534,2006-09-11,WW,developer
70,4,63,2006-09-11,NA,publisher
70,4,1326,2006-09-11,EU,publisher
70,27,534,2006-09-11,WW,developer
70,27,63,2006-09-11,NA,publisher
70,27,1326,2006-09-11,EU,publisher
70,22,534,2006-09-11,WW,developer
70,22,63,2006-09-11,NA,publisher
70,22,1326,2006-09-11,EU,publisher
70,23,534,2006-09-11,WW,developer
70,23,63,2006-09-11,NA,publisher
70,23,1326,2006-09-11,EU,publisher
73,4,63,2000-03-21,WW,developer
73,4,63,2000-03-21,NA,publisher
75,4,63,1996-12-03,WW,developer
75,4,6,1996-12-03,JP,publisher
75,31,63,1996-12-03,WW,developer
75,31,6,1996-12-03,JP,publisher
76,4,63,1997-03-01,WW,developer
76,4,63,1997-03-01,NA,publisher
77,4,335,2003-06-26,WW,developer
77,4,63,2003-06-26,NA,publisher
78,94,63,2009-09-16,WW,developer
78,94,63,2009-09-16,NA,publisher
78,4,63,2009-09-16,WW,developer
78,4,63,2009-09-16,NA,publisher
78,8,63,2009-09-16,WW,developer
78,8,63,2009-09-16,NA,publisher
78,24,63,2009-09-16,WW,developer
78,24,63,2009-09-16,NA,publisher
79,4,63,1997-10-10,WW,developer
79,4,63,1997-10-10,NA,publisher
80,4,368,2003-09-17,WW,developer
80,4,63,2003-09-17,NA,publisher
80,94,368,2003-09-17,WW,developer
80,94,63,2003-09-17,NA,publisher
80,8,368,2003-09-17,WW,developer
80,8,63,2003-09-17,NA,publisher
81,27,368,2002-03-26,WW,developer
81,27,63,2002-03-26,NA,publisher
81,4,368,2002-03-26,WW,developer
81,4,63,2002-03-26,NA,publisher
81,94,368,2002-03-26,WW,developer
81,94,63,2002-03-26,NA,publisher
81,8,368,2002-03-26,WW,developer
81,8,63,2002-03-26,NA,publisher
82,4,502,1999-02-28,WW,developer
82,4,63,1999-02-28,NA,publisher
82,4,405,1999-02-28,NA,publisher
83,19,502,1997-04-17,WW,developer
83,19,63,1997-04-17,NA,publisher
83,19,405,1997-04-17,NA,publisher
83,4,502,1997-04-17,WW,developer
83,4,63,1997-04-17,NA,publisher
83,4,405,1997-04-17,NA,publisher
29,8,390,2013-12-12,WW,developer
29,66,390,2013-12-12,WW,developer
29,22,390,2013-12-12,WW,developer
29,92,390,2013-12-12,WW,developer
29,54,390,2013-12-12,WW,developer
30,74,92,2006-11-19,WW,developer
30,74,390,2006-11-19,WW,developer
30,27,92,2006-11-19,WW,developer
30,27,390,2006-11-19,WW,developer
30,8,92,2006-11-19,WW,developer
30,8,390,2006-11-19,WW,developer
30,25,92,2006-11-19,WW,developer
30,25,390,2006-11-19,WW,developer
30,5,92,2006-11-19,WW,developer
30,5,390,2006-11-19,WW,developer
30,6,92,2006-11-19,WW,developer
30,6,390,2006-11-19,WW,developer
30,4,92,2006-11-19,WW,developer
30,4,390,2006-11-19,WW,developer
30,23,92,2006-11-19,WW,developer
30,23,390,2006-11-19,WW,developer
30,22,92,2006-11-19,WW,developer
30,22,390,2006-11-19,WW,developer
30,66,92,2006-11-19,WW,developer
30,66,390,2006-11-19,WW,developer
31,6,41,2012-10-30,WW,developer
31,6,804,2012-10-30,WW,developer
31,6,805,2012-10-30,WW,developer
31,6,136,2012-10-30,EU,publisher
31,4,41,2012-10-30,WW,developer
31,4,804,2012-10-30,WW,developer
31,4,805,2012-10-30,WW,developer
31,4,136,2012-10-30,EU,publisher
31,16,41,2012-10-30,WW,developer
31,16,804,2012-10-30,WW,developer
31,16,805,2012-10-30,WW,developer
31,16,136,2012-10-30,EU,publisher
32,6,390,2010-02-12,WW,developer
32,8,390,2010-02-12,WW,developer
32,27,390,2010-02-12,WW,developer
32,4,390,2010-02-12,WW,developer
32,5,390,2010-02-12,WW,developer
33,6,491,2014-05-27,WW,developer
33,6,11,2014-05-27,NA,publisher
33,33,491,2014-05-27,WW,developer
33,33,11,2014-05-27,NA,publisher
34,16,40,2012-11-18,WW,developer
34,16,6,2012-11-18,JP,publisher
35,66,40,2012-11-08,WW,developer
35,66,407,2012-11-08,WW,developer
35,66,6,2012-11-08,JP,publisher
37,6,73,2009-06-16,WW,developer
37,6,651,2009-06-16,WW,developer
37,6,770,2009-06-16,WW,developer
37,6,14,2009-06-16,EU,publisher
37,6,17,2009-06-16,NA,publisher
37,6,231,2009-06-16,NA,publisher
37,4,73,2009-06-16,WW,developer
37,4,651,2009-06-16,WW,developer
37,4,770,2009-06-16,WW,developer
37,4,14,2009-06-16,EU,publisher
37,4,17,2009-06-16,NA,publisher
37,4,231,2009-06-16,NA,publisher
38,4,1617,1996-10-31,WW,developer
38,4,192,1996-10-31,NA,publisher
39,4,63,1999-01-10,WW,developer
39,4,238,1999-01-10,WW,developer
39,4,6,1999-01-10,JP,publisher
39,4,63,1999-01-10,NA,publisher
39,31,63,1999-01-10,WW,developer
39,31,238,1999-01-10,WW,developer
39,31,6,1999-01-10,JP,publisher
39,31,63,1999-01-10,NA,publisher
40,27,238,2003-10-15,WW,developer
40,27,63,2003-10-15,NA,publisher
41,27,238,2001-11-09,WW,developer
41,27,63,2001-11-09,NA,publisher
42,5,63,2009-08-10,WW,developer
42,5,1020,2009-08-10,WW,developer
42,5,1324,2009-08-10,WW,developer
42,5,62,2009-08-10,JP,publisher
42,5,63,2009-08-10,NA,publisher
42,5,405,2009-08-10,NA,publisher
42,33,63,2009-08-10,WW,developer
42,33,1020,2009-08-10,WW,developer
42,33,1324,2009-08-10,WW,developer
42,33,62,2009-08-10,JP,publisher
42,33,63,2009-08-10,NA,publisher
42,33,405,2009-08-10,NA,publisher
42,28,63,2009-08-10,WW,developer
42,28,1020,2009-08-10,WW,developer
42,28,1324,2009-08-10,WW,developer
42,28,62,2009-08-10,JP,publisher
42,28,63,2009-08-10,NA,publisher
42,28,405,2009-08-10,NA,publisher
43,28,63,2009-08-24,WW,developer
43,28,1020,2009-08-24,WW,developer
43,28,62,2009-08-24,JP,publisher
43,28,63,2009-08-24,NA,publisher
43,28,188,2009-08-24,NA,publisher
43,5,63,2009-08-24,WW,developer
43,5,1020,2009-08-24,WW,developer
43,5,62,2009-08-24,JP,publisher
43,5,63,2009-08-24,NA,publisher
43,5,188,2009-08-24,NA,publisher
44,5,1006,2009-09-07,WW,developer
44,5,1020,2009-09-07,WW,developer
44,5,62,2009-09-07,JP,publisher
44,5,63,2009-09-07,NA,publisher
44,5,188,2009-09-07,NA,publisher
44,28,1006,2009-09-07,WW,developer
44,28,1020,2009-09-07,WW,developer
44,28,62,2009-09-07,JP,publisher
44,28,63,2009-09-07,NA,publisher
44,28,188,2009-09-07,NA,publisher
44,32,1006,2009-09-07,WW,developer
44,32,1020,2009-09-07,WW,developer
44,32,62,2009-09-07,JP,publisher
44,32,63,2009-09-07,NA,publisher
44,32,188,2009-09-07,NA,publisher
45,4,698,2024-01-16,WW,developer
45,4,63,2024-01-16,NA,publisher
47,4,63,2000-12-18,WW,developer
47,4,238,2000-12-18,WW,developer
47,4,63,2000-12-18,NA,publisher
47,4,188,2000-12-18,NA,publisher
47,31,63,2000-12-18,WW,developer
47,31,238,2000-12-18,WW,developer
47,31,63,2000-12-18,NA,publisher
47,31,188,2000-12-18,NA,publisher
48,67,863,2000-11-27,WW,developer
48,67,188,2000-11-27,NA,publisher
84,4,217,2006-02-16,WW,developer
84,4,63,2006-02-16,NA,publisher
84,8,217,2006-02-16,WW,developer
84,8,63,2006-02-16,NA,publisher
85,5,498,2007-01-29,WW,developer
85,8,498,2007-01-29,WW,developer
85,63,498,2007-01-29,WW,developer
85,4,498,2007-01-29,WW,developer
85,10,498,2007-01-29,WW,developer
85,42,498,2007-01-29,WW,developer
86,27,8,2004-07-29,WW,developer
86,27,8,2004-07-29,JP,publisher
87,4,251,2007-08-21,WW,developer
87,4,17,2007-08-21,NA,publisher
87,6,251,2007-08-21,WW,developer
87,6,17,2007-08-21,NA,publisher
87,8,251,2007-08-21,WW,developer
87,8,17,2007-08-21,NA,publisher
88,5,40,2006-11-19,WW,developer
88,5,6,2006-11-19,JP,publisher
89,6,1049,2013-03-29,WW,developer
89,6,1049,2013-03-29,JP,publisher
89,6,1667,2013-03-29,NA,publisher
89,23,1049,2013-03-29,WW,developer
89,23,1049,2013-03-29,JP,publisher
89,23,1667,2013-03-29,NA,publisher
89,4,1049,2013-03-29,WW,developer
89,4,1049,2013-03-29,JP,publisher
89,4,1667,2013-03-29,NA,publisher
90,4,714,2004-12-13,WW,developer
90,4,714,2004-12-13,JP,publisher
91,6,63,2010-10-26,WW,developer
91,4,63,2010-10-26,WW,developer
91,22,63,2010-10-26,WW,developer
91,5,63,2010-10-26,WW,developer
92,5,534,2008-09-23,WW,developer
92,5,599,2008-09-23,NA,publisher
92,6,534,2008-09-23,WW,developer
92,6,599,2008-09-23,NA,publisher
92,4,534,2008-09-23,WW,developer
92,4,599,2008-09-23,NA,publisher
92,22,534,2008-09-23,WW,developer
92,22,599,2008-09-23,NA,publisher
92,23,534,2008-09-23,WW,developer
92,23,599,2008-09-23,NA,publisher
93,8,534,2008-06-03,WW,developer
93,8,63,2008-06-03,NA,publisher
93,6,534,2008-06-03,WW,developer
93,6,63,2008-06-03,NA,publisher
93,23,534,2008-06-03,WW,developer
93,23,63,2008-06-03,NA,publisher
93,22,534,2008-06-03,WW,developer
93,22,63,2008-06-03,NA,publisher
93,5,534,2008-06-03,WW,developer
93,5,63,2008-06-03,NA,publisher
93,4,534,2008-06-03,WW,developer
93,4,63,2008-06-03,NA,publisher
94,4,213,2004-12-06,WW,developer
94,4,247,2004-12-06,WW,developer
94,4,63,2004-12-06,NA,publisher
94,8,213,2004-12-06,WW,developer
94,8,247,2004-12-06,WW,developer
94,8,63,2004-12-06,NA,publisher
95,8,534,2009-11-17,WW,developer
95,8,63,2009-11-17,NA,publisher
95,5,534,2009-11-17,WW,developer
95,5,63,2009-11-17,NA,publisher
95,6,534,2009-11-17,WW,developer
95,6,63,2009-11-17,NA,publisher
95,4,534,2009-11-17,WW,developer
95,4,63,2009-11-17,NA,publisher
96,4,131,2016-11-04,WW,developer
96,4,307,2016-11-04,WW,developer
96,4,247,2016-11-04,WW,developer
96,4,56,2016-11-04,JP,publisher
96,5,131,2016-11-04,WW,developer
96,5,307,2016-11-04,WW,developer
96,5,247,2016-11-04,WW,developer
96,5,56,2016-11-04,JP,publisher
96,6,131,2016-11-04,WW,developer
96,6,307,2016-11-04,WW,developer
96,6,247,2016-11-04,WW,developer
96,6,56,2016-11-04,JP,publisher
96,8,131,2016-11-04,WW,developer
96,8,307,2016-11-04,WW,developer
96,8,247,2016-11-04,WW,developer
96,8,56,2016-11-04,JP,publisher
97,2,101,2012-11-01,WW,developer
97,2,101,2012-11-01,NA,publisher
99,46,532,2009-01-28,WW,developer
99,46,6,2009-01-28,JP,publisher
100,106,262,1996-12-06,WW,developer
100,106,435,1996-12-06,JP,publisher
100,26,262,1996-12-06,WW,developer
100,26,435,1996-12-06,JP,publisher
100,28,262,1996-12-06,WW,developer
100,28,435,1996-12-06,JP,publisher
102,6,63,2008-10-07,NA,publisher
103,66,519,2005-12-15,WW,developer
103,66,117,2005-12-15,JP,publisher
105,4,218,2012-11-20,WW,developer
105,6,218,2012-11-20,WW,developer
106,5,218,2013-09-26,WW,developer
106,5,646,2013-09-26,WW,developer
106,5,915,2013-09-26,WW,developer
106,5,11,2013-09-26,NA,publisher
106,5,405,2013-09-26,NA,publisher
106,16,218,2013-09-26,WW,developer
106,16,646,2013-09-26,WW,developer
106,16,915,2013-09-26,WW,developer
106,16,11,2013-09-26,NA,publisher
106,16,405,2013-09-26,NA,publisher
106,4,218,2013-09-26,WW,developer
106,4,646,2013-09-26,WW,developer
106,4,915,2013-09-26,WW,developer
106,4,11,2013-09-26,NA,publisher
106,4,405,2013-09-26,NA,publisher
127,31,304,1998-06-29,WW,developer
127,31,6,1998-06-29,JP,publisher
128,4,1258,2010-10-26,WW,developer
128,4,26,2010-10-26,NA,publisher
128,81,1258,2010-10-26,WW,developer
128,81,26,2010-10-26,NA,publisher
129,8,312,2014-05-15,WW,developer
129,8,1169,2014-05-15,WW,developer
129,8,56,2014-05-15,JP,publisher
129,4,312,2014-05-15,WW,developer
129,4,1169,2014-05-15,WW,developer
129,4,56,2014-05-15,JP,publisher
129,6,312,2014-05-15,WW,developer
129,6,1169,2014-05-15,WW,developer
129,6,56,2014-05-15,JP,publisher
130,22,400,2010-07-01,WW,developer
130,22,400,2010-07-01,JP,publisher
131,4,745,2009-11-20,WW,developer
131,4,44,2009-11-20,EU,publisher
132,8,26,2009-05-14,WW,developer
132,8,26,2009-05-14,NA,publisher
132,4,26,2009-05-14,WW,developer
132,4,26,2009-05-14,NA,publisher
133,22,519,2008-12-18,WW,developer
133,22,400,2008-12-18,JP,publisher
133,33,519,2008-12-18,WW,developer
133,33,400,2008-12-18,JP,publisher
134,27,368,2005-09-20,WW,developer
134,23,368,2005-09-20,WW,developer
134,36,368,2005-09-20,WW,developer
134,4,368,2005-09-20,WW,developer
135,4,246,2007-09-25,WW,developer
135,4,13,2007-09-25,NA,publisher
136,33,252,2011-09-27,WW,developer
136,33,288,2011-09-27,NA,publisher
136,22,252,2011-09-27,WW,developer
136,22,288,2011-09-27,NA,publisher
136,6,252,2011-09-27,WW,developer
136,6,288,2011-09-27,NA,publisher
136,23,252,2011-09-27,WW,developer
136,23,288,2011-09-27,NA,publisher
136,4,252,2011-09-27,WW,developer
136,4,288,2011-09-27,NA,publisher
136,5,252,2011-09-27,WW,developer
136,5,288,2011-09-27,NA,publisher
137,66,252,2012-09-25,WW,developer
137,66,288,2012-09-25,NA,publisher
137,23,252,2012-09-25,WW,developer
137,23,288,2012-09-25,NA,publisher
137,4,252,2012-09-25,WW,developer
137,4,288,2012-09-25,NA,publisher
137,16,252,2012-09-25,WW,developer
137,16,288,2012-09-25,NA,publisher
137,5,252,2012-09-25,WW,developer
137,5,288,2012-09-25,NA,publisher
137,6,252,2012-09-25,WW,developer
137,6,288,2012-09-25,NA,publisher
137,33,252,2012-09-25,WW,developer
137,33,288,2012-09-25,NA,publisher
140,16,545,1984-11-30,WW,developer
140,16,6,1984-11-30,JP,publisher
140,5,545,1984-11-30,WW,developer
140,5,6,1984-11-30,JP,publisher
140,26,545,1984-11-30,WW,developer
140,26,6,1984-11-30,JP,publisher
113,8,15,2003-06-23,WW,developer
113,8,15,2003-06-23,NA,publisher
113,4,15,2003-06-23,WW,developer
113,4,15,2003-06-23,NA,publisher
114,6,421,2011-04-21,WW,developer
114,6,426,2011-04-21,WW,developer
114,6,281,2011-04-21,JP,publisher
114,6,426,2011-04-21,JP,publisher
114,6,1233,2011-04-21,NA,publisher
114,23,421,2008-05-29,WW,developer
114,23,426,2008-05-29,WW,developer
114,23,281,2008-05-29,JP,publisher
114,23,426,2008-05-29,JP,publisher
114,23,1233,2008-05-29,NA,publisher
114,4,421,2004-04-28,WW,developer
114,4,426,2004-04-28,WW,developer
114,4,281,2004-04-28,JP,publisher
114,4,426,2004-04-28,JP,publisher
114,4,1233,2004-04-28,NA,publisher
116,4,534,2012-01-01,WW,developer
116,4,599,2012-01-01,NA,publisher
116,6,534,2012-01-01,WW,developer
116,6,599,2012-01-01,NA,publisher
116,33,534,2012-01-01,WW,developer
116,33,599,2012-01-01,NA,publisher
116,8,534,2012-01-01,WW,developer
116,8,599,2012-01-01,NA,publisher
116,16,534,2012-01-01,WW,developer
116,16,599,2012-01-01,NA,publisher
116,5,534,2012-01-01,WW,developer
116,5,599,2012-01-01,NA,publisher
116,23,534,2012-01-01,WW,developer
116,23,599,2012-01-01,NA,publisher
116,22,534,2012-01-01,WW,developer
116,22,599,2012-01-01,NA,publisher
118,8,1192,2012-10-16,WW,developer
118,4,1192,2012-10-16,WW,developer
118,6,1192,2012-10-16,WW,developer
120,33,548,2010-07-29,WW,developer
120,33,548,2010-07-29,JP,publisher
120,4,548,2010-07-29,WW,developer
120,4,548,2010-07-29,JP,publisher
120,6,548,2010-07-29,WW,developer
120,6,548,2010-07-29,JP,publisher
121,94,512,2000-08-04,WW,developer
121,94,467,2000-08-04,NA,publisher
121,8,512,2000-08-04,WW,developer
121,8,467,2000-08-04,NA,publisher
121,4,512,2000-08-04,WW,developer
121,4,467,2000-08-04,NA,publisher
123,23,617,2009-07-03,WW,developer
123,23,795,2009-07-03,NA,publisher
123,8,617,2009-07-03,WW,developer
123,8,795,2009-07-03,NA,publisher
123,4,617,2009-07-03,WW,developer
123,4,795,2009-07-03,NA,publisher
123,6,617,2009-07-03,WW,developer
123,6,795,2009-07-03,NA,publisher
124,4,1299,2010-05-01,WW,developer
124,4,1299,2010-05-01,EU,publisher
124,8,1299,2010-05-01,WW,developer
124,8,1299,2010-05-01,EU,publisher
125,4,204,2011-11-17,WW,developer
125,4,1613,2011-11-17,WW,developer
106,33,218,2013-09-26,WW,developer
106,33,646,2013-09-26,WW,developer
106,33,915,2013-09-26,WW,developer
106,33,11,2013-09-26,NA,publisher
106,33,405,2013-09-26,NA,publisher
106,6,218,2013-09-26,WW,developer
106,6,646,2013-09-26,WW,developer
106,6,915,2013-09-26,WW,developer
106,6,11,2013-09-26,NA,publisher
106,6,405,2013-09-26,NA,publisher
107,4,14,2012-05-08,WW,developer
107,4,66,2012-05-08,EU,publisher
108,28,363,2009-05-26,WW,developer
108,28,791,2009-05-26,NA,publisher
108,26,363,2009-05-26,WW,developer
108,26,791,2009-05-26,NA,publisher
108,24,363,2009-05-26,WW,developer
108,24,791,2009-05-26,NA,publisher
108,94,363,2009-05-26,WW,developer
108,94,791,2009-05-26,NA,publisher
108,22,363,2009-05-26,WW,developer
108,22,791,2009-05-26,NA,publisher
108,42,363,2009-05-26,WW,developer
108,42,791,2009-05-26,NA,publisher
108,55,363,2009-05-26,WW,developer
108,55,791,2009-05-26,NA,publisher
108,5,363,2009-05-26,WW,developer
108,5,791,2009-05-26,NA,publisher
108,10,363,2009-05-26,WW,developer
108,10,791,2009-05-26,NA,publisher
110,4,219,2014-10-06,WW,developer
110,4,405,2014-10-06,NA,publisher
110,5,219,2014-10-06,WW,developer
110,5,405,2014-10-06,NA,publisher
110,6,219,2014-10-06,WW,developer
110,6,405,2014-10-06,NA,publisher
110,23,219,2014-10-06,WW,developer
110,23,405,2014-10-06,NA,publisher
110,22,219,2014-10-06,WW,developer
110,22,405,2014-10-06,NA,publisher
110,8,219,2014-10-06,WW,developer
110,8,405,2014-10-06,NA,publisher
112,4,506,2008-12-02,WW,developer
112,6,506,2008-04-29,WW,developer
141,4,462,2015-08-20,WW,developer
141,4,188,2015-08-20,NA,publisher
142,4,8,2002-05-21,JP,publisher
142,6,8,2012-09-25,JP,publisher
142,8,8,2010-11-22,JP,publisher
144,16,34,2000-08-11,WW,developer
