game_id,genre_id
497,52
498,5
499,26
499,49
500,30
501,42
502,13
503,42
503,79
504,42
504,79
505,49
506,19
507,297
508,98
509,42
510,42
510,45
511,25
512,47
513,13
513,19
514,42
514,76
515,45
515,172
515,185
515,293
516,13
516,19
517,14
517,94
517,97
518,101
519,49
519,225
520,47
521,25
521,293
522,13
523,25
523,48
524,52
525,47
526,261
527,94
527,118
528,25
528,45
529,24
530,48
531,13
532,209
533,13
533,48
533,172
533,293
534,25
535,54
535,82
536,25
536,26
536,45
537,199
538,12
538,42
539,205
540,2
540,12
541,25
541,225
542,232
543,144
544,49
544,92
544,263
544,244
545,52
545,131
546,33
547,42
548,34
549,14
549,97
549,172
549,293
550,47
551,25
552,42
552,178
553,81
553,143
553,144
553,172
554,42
555,26
555,172
556,45
557,13
557,172
557,293
558,5
559,2
560,2
561,2
562,45
563,42
564,25
565,25
566,288
567,14
568,14
568,34
568,70
569,14
570,14
571,2
571,39
572,25
572,67
573,42
573,224
573,225
574,42
575,171
575,178
576,12
576,178
577,298
578,13
578,24
578,293
579,13
579,172
580,14
580,170
581,45
581,169
581,293
582,25
582,67
582,72
583,67
584,25
585,49
586,26
587,261
588,45
588,191
589,42
590,13
590,26
590,37
591,82
592,19
593,49
594,218
595,2
596,82
597,19
597,25
598,47
598,169
599,42
599,255
600,25
601,4
601,14
601,25
602,34
603,42
604,82
605,42
605,172
606,147
607,25
607,67
607,277
607,284
608,26
608,307
609,85
610,13
611,297
612,19
613,100
614,82
615,47
616,42
617,13
617,172
618,5
619,79
620,47
621,49
622,19
622,50
622,120
623,13
623,26
623,74
624,14
625,100
625,248
626,82
626,186
627,78
628,79
628,225
628,267
629,19
630,209
631,106
632,33
633,42
634,13
635,25
635,42
636,47
637,19
638,297
639,13
639,185
640,245
641,12
642,136
643,25
644,209
645,27
646,12
646,42
647,42
647,82
648,114
649,49
650,84
651,2
652,25
652,307
653,42
654,12
655,26
655,172
656,191
657,34
657,142
658,25
659,49
660,47
660,169
661,5
661,134
661,251
662,47
662,52
663,25
663,26
664,297
665,42
666,25
667,136
668,13
668,19
668,172
669,25
669,42
670,2
670,47
671,45
672,45
673,25
674,42
675,82
676,24
676,37
677,2
677,49
678,42
678,144
679,39
679,172
679,222
679,293
680,47
680,293
681,12
682,298
683,13
683,150
683,172
683,293
684,13
685,49
686,33
686,89
687,2
688,45
689,13
690,57
690,172
691,47
691,169
692,163
693,33
694,25
695,19
696,57
697,24
698,49
698,169
698,244
699,42
700,12
700,42
701,45
701,147
702,49
703,33
704,42
704,79
704,169
705,33
705,45
705,295
706,13
706,185
707,19
708,25
708,293
709,42
710,94
710,97
711,92
712,48
713,33
714,297
715,47
715,169
716,42
717,25
717,163
718,27
719,42
720,14
720,172
721,19
722,5
723,97
723,293
724,49
725,47
726,14
726,104
726,142
727,26
727,293
728,12
728,178
729,5
729,145
730,12
730,172
730,185
731,297
732,26
733,238
733,298
734,25
735,27
735,67
736,94
737,42
737,84
738,79
738,176
738,185
739,25
740,26
741,25
742,13
742,42
742,48
742,79
742,176
742,185
743,100
744,2
744,39
745,71
745,250
746,14
746,25
746,87
747,25
748,2
749,297
750,45
751,25
751,307
752,25
752,85
753,30
753,94
753,173
754,13
754,74
755,181
756,25
756,37
757,117
757,172
758,13
758,172
758,293
759,26
760,92
761,209
762,82
763,25
763,42
763,263
764,25
765,19
766,26
767,25
768,25
768,293
769,25
770,30
771,2
771,19
771,25
771,45
771,172
772,49
772,92
773,37
774,87
775,5
775,45
776,42
777,42
778,49
779,49
779,244
780,49
781,54
782,199
783,14
783,97
784,25
785,83
786,26
787,25
787,45
788,33
789,87
789,195
789,267
790,2
791,47
792,92
793,49
794,25
795,39
795,58
796,13
796,172
796,293
797,25
798,172
798,241
799,13
799,172
800,105
801,70
802,13
802,26
802,74
802,84
802,92
803,42
803,79
803,308
804,42
805,83
806,25
806,111
806,177
807,25
807,27
807,48
807,90
807,142
807,225
808,14
808,98
808,104
808,142
809,12
809,42
810,14
811,49
812,39
812,172
812,224
813,30
814,7
814,30
815,172
815,202
816,42
816,79
817,39
817,125
817,148
817,151
817,178
817,292
818,49
820,276
820,307
821,44
822,19
822,45
823,82
824,25
825,35
826,5
826,30
827,14
828,45
829,2
830,42
830,185
831,14
832,26
833,45
833,147
834,26
834,97
835,50
836,2
837,25
837,26
838,13
839,24
839,27
839,67
839,293
840,2
841,12
841,50
841,170
842,92
843,70
844,33
844,93
845,78
846,13
846,172
847,24
847,48
847,172
848,12
848,178
849,181
850,42
850,82
851,74
852,12
853,30
853,34
853,84
853,142
854,26
855,42
856,47
857,298
858,42
858,84
859,34
860,82
861,25
862,26
863,25
864,39
864,58
864,132
865,14
866,2
866,39
867,19
868,13
869,26
869,42
869,172
869,224
869,225
869,267
870,82
871,42
871,267
872,25
873,49
874,13
874,187
875,14
876,13
876,172
876,263
877,26
877,293
878,25
879,163
879,169
879,185
879,248
880,19
880,121
881,2
881,19
881,25
881,67
882,14
883,47
884,33
884,95
884,101
885,97
886,25
887,47
888,13
888,172
889,25
889,42
890,24
890,282
891,47
892,25
893,14
893,36
893,172
894,42
894,224
894,225
894,277
895,26
895,248
896,19
896,25
896,27
896,117
897,47
898,12
898,83
899,34
900,199
901,49
902,13
902,172
903,12
903,225
903,267
904,13
904,42
905,45
906,5
907,2
907,13
907,25
907,42
907,47
907,185
908,42
909,82
910,13
910,57
910,172
911,25
911,142
912,42
912,185
912,225
913,25
913,142
914,26
914,48
915,24
916,14
916,98
916,104
916,142
917,25
918,2
918,156
919,14
919,178
920,87
921,35
922,25
923,136
924,78
925,311
926,5
926,100
926,111
926,144
927,49
928,12
928,236
929,163
930,2
931,14
932,39
932,59
933,13
934,14
935,25
936,42
936,79
937,25
938,83
939,42
940,14
940,84
941,13
942,27
943,25
943,277
943,284
944,42
945,37
946,2
946,42
947,24
947,37
948,26
948,42
948,172
948,224
948,225
948,267
949,42
949,79
949,225
949,293
950,25
951,14
951,172
951,293
952,14
952,94
952,97
953,13
953,42
953,172
953,293
954,2
955,5
956,47
957,42
957,184
957,225
957,236
958,19
959,26
959,57
959,263
960,45
961,14
962,19
963,42
963,236
964,14
964,98
964,104
964,142
965,19
966,2
966,169
967,45
968,25
969,25
970,42
970,94
971,49
971,293
972,42
972,62
973,49
974,13
975,14
975,97
976,30
976,104
976,142
977,315
978,49
979,42
980,42
980,79
981,19
981,293
982,26
983,34
984,136
985,19
985,49
986,241
987,49
988,112
988,200
989,42
990,14
990,19
990,68
991,52
992,25
993,47
994,78
995,19
995,25
995,26
995,225
996,26
996,92
997,39
997,58
997,83
997,152
997,155
997,293
998,2
998,45
998,238
999,82
1000,121
1001,92
1002,47
1003,33
1003,95
1003,101
1004,45
1005,82
1006,42
1007,2
1008,210
1009,25
1010,49
1011,47
1011,169
1012,26
1013,82
1013,186
1014,49
1015,70
1016,49
1017,13
1018,5
1019,13
1020,49
1021,47
1021,169
1022,13
1022,24
1022,172
1022,293
1023,42
1023,79
1024,14
1025,13
1026,13
1027,13
1028,13
1029,19
1029,25
1029,26
1029,284
1030,25
1030,48
1030,172
1031,13
1031,26
1031,48
1032,13
1032,48
1033,19
1033,307
1034,19
1035,42
1036,13
1036,25
1037,13
1037,172
1038,13
1038,74
1039,42
1040,42
1040,67
1040,79
1041,67
1041,79
1042,42
1043,19
1044,45
1044,256
1045,25
1045,54
1045,92
1046,25
1046,45
1047,79
1048,42
1049,97
1050,14
1051,13
1052,13
1052,172
1052,293
1053,13
1053,14
1053,172
1054,13
1054,14
1054,172
1055,200
1056,49
1057,49
1058,25
1059,2
1059,144
1059,172
1059,185
1060,13
1060,37
1061,25
1062,32
1063,45
1064,121
1065,25
1065,224
1065,225
1065,263
1066,5
1067,42
1067,65
1068,87
1068,168
1069,13
1069,172
1070,42
1070,79
1071,92
1071,160
1071,244
1072,12
1072,178
1073,49
1074,30
1074,60
1074,84
1075,25
1076,37
1077,83
1077,172
1077,296
1077,307
1078,14
1078,98
1078,104
1078,142
1079,13
1079,145
1079,170
1080,49
1081,13
1081,92
1082,33
1083,33
1084,33
1085,33
1086,19
1086,42
1087,13
1087,42
1088,160
1089,54
1090,83
1090,307
1091,14
1091,94
1091,97
1092,84
1093,25
1093,277
1093,284
1094,89
1095,25
1095,67
1096,13
1097,42
1097,172
1098,172
1098,298
1099,42
1099,79
1099,185
1100,42
1101,37
1102,2
1102,25
1103,5
1104,97
1104,118
1104,169
1105,25
1105,277
1105,284
1106,45
1107,33
1108,70
1109,57
1110,82
1111,26
1111,37
1111,172
1112,13
1112,19
1112,114
1113,13
1113,141
1114,35
1115,169
1115,275
1116,42
1117,79
1117,169
1117,212
1118,78
1119,57
1120,42
1120,79
1121,2
1121,185
1121,224
1121,225
1122,36
1122,97
1122,267
1123,94
1123,267
1124,79
1125,97
1126,42
1127,25
1127,177
1128,49
1129,25
1130,25
1130,26
1130,48
1130,185
1131,19
1132,169
1133,47
1133,58
1134,106
1135,52
1136,39
1136,42
1136,58
1137,39
1137,40
1137,58
1138,42
1139,39
1139,58
1140,39
1140,58
1140,76
1141,25
1142,13
1143,13
1144,114
1144,283
1145,47
1145,172
1146,57
1147,25
1147,293
1148,39
1148,58
1149,37
1150,256
1151,225
1151,297
1152,298
1153,10
1153,39
1153,58
1153,146
1153,152
1154,27
1155,5
1155,100
1155,111
1155,144
1156,45
1157,160
1157,169
1158,25
1159,83
1160,47
1160,169
1161,33
1162,57
1163,42
1163,83
1163,128
1164,25
1164,283
1165,25
1166,25
1167,33
1168,25
1168,26
1169,13
1170,33
1171,101
1172,191
1173,94
1173,97
1174,82
1175,25
1175,45
1176,79
1177,2
1177,39
1177,59
1178,39
1178,58
1178,172
1178,307
1180,39
1180,58
1180,137
1180,172
1180,258
1181,13
1181,74
1182,13
1182,74
1183,39
1183,172
1184,42
1185,42
1186,49
1187,39
1187,58
1188,57
1189,57
1190,47
1191,34
1191,70
1191,269
1192,57
1193,13
1193,225
1194,45
1195,49
1196,42
1197,12
1198,14
1199,25
1200,30
1200,42
1200,83
1201,13
1201,26
1202,45
1203,49
1203,92
1204,45
1205,241
1206,42
1207,169
1207,275
1208,13
1209,30
1210,14
1210,98
1210,104
1210,142
1211,14
1211,97
1211,181
1212,136
1213,132
1214,25
1215,31
1215,84
1216,2
1216,143
1216,144
1217,19
1218,2
1218,185
1219,13
1220,49
1220,92
1221,25
1221,26
1222,39
1222,58
1223,13
1223,42
1224,83
1224,307
1225,57
1226,13
1226,79
1226,224
1226,225
1226,270
1226,293
1227,13
1227,225
1227,270
1227,293
1228,71
1229,48
1230,39
1230,58
1231,61
1231,83
1231,293
1232,5
1233,5
1233,100
1233,111
1233,144
1234,5
1234,224
1235,79
1236,54
1237,36
1237,97
1237,172
1238,13
1238,25
1238,172
1239,97
1240,30
1241,14
1241,94
1241,97
1242,25
1242,172
1242,185
1242,224
1242,225
1243,13
1244,14
1245,42
1245,49
1246,25
1246,48
1247,147
1247,169
1248,83
1249,25
1250,13
1250,42
1251,57
1252,33
1252,39
1253,2
1253,185
1254,49
1255,19
1256,42
1256,225
1257,42
1257,84
1258,67
1259,39
1259,58
1260,42
1261,71
1262,82
1263,13
1264,2
1265,315
1266,5
1266,45
1267,25
1268,79
1268,178
1269,25
1270,34
1270,50
1270,54
1270,172
1271,49
1272,2
1272,144
1272,225
1273,73
1274,52
1275,71
1276,47
1277,42
1277,65
1278,47
1279,210
1280,47
1281,26
1282,2
1282,45
1283,37
1284,83
1284,172
1285,33
1285,95
1285,101
1286,5
1287,261
1288,218
1289,54
1290,70
1290,110
1290,141
1291,31
1291,71
1292,19
1292,185
1292,284
1293,2
1293,21
1293,25
1294,5
1294,45
1295,13
1295,25
1295,48
1296,13
1297,13
1298,79
1299,19
1300,121
1301,42
1302,13
1302,49
1302,92
1302,293
1303,57
1304,261
1305,25
1306,12
1306,118
1307,30
1307,84
1308,44
1309,33
1309,89
1310,5
1311,45
1312,13
1313,87
1313,172
1313,195
1314,25
1314,185
1314,224
1315,79
1316,37
1317,94
1318,100
1318,126
1318,304
1319,25
1319,26
1320,49
1321,83
1322,69
1323,42
1323,79
1323,178
1323,225
1324,2
1324,172
1325,25
1326,2
1326,13
1326,26
1327,45
1328,13
1329,45
1330,45
1331,45
1332,30
1332,172
1333,190
1334,25
1334,67
1335,19
1335,42
1335,79
1335,178
1335,225
1336,83
1337,24
1338,14
1339,42
1339,293
1340,26
1340,248
1341,5
1342,42
1343,13
1344,71
1345,101
1346,67
1346,293
1347,84
1348,82
1349,19
1349,172
1349,185
1350,33
1351,14
1351,172
1352,71
1352,132
1353,19
1353,25
1354,237
1355,118
1356,24
1356,37
1356,144
1357,261
1358,52
1358,261
1359,49
1360,13
1360,172
1361,13
1361,19
1361,74
1361,84
1361,117
1362,39
1362,172
1363,37
1364,2
1364,39
1364,169
1365,5
1366,94
1367,94
1368,45
1369,12
1370,45
1370,185
1371,45
1372,14
1372,19
1373,26
1373,172
1374,57
1374,172
1375,13
1375,172
1376,26
1377,25
1377,26
1377,48
1378,26
1378,293
1379,14
1379,42
1380,57
1381,261
1382,25
1383,27
1384,25
1385,13
1386,49
1387,30
1387,172
1388,42
1389,31
1390,39
1390,59
1391,14
1392,24
1393,26
1394,49
1395,45
1396,19
1397,2
1397,25
1398,13
1398,157
1399,117
1399,119
1400,49
1401,191
1402,79
1402,178
1402,225
1403,25
1404,45
1405,30
1405,84
1406,79
1406,293
1407,5
1407,25
1407,72
1407,101
1407,149
1408,49
1409,14
1409,31
1409,84
1410,25
1410,169
1411,30
1411,147
1412,14
1413,52
1414,49
1415,25
1416,19
1417,25
1418,82
1419,49
1420,79
1420,178
1420,225
1421,25
1422,42
1423,79
1424,14
1424,172
1425,2
1425,22
1425,39
1425,143
1425,183
1425,224
1426,83
1426,97
1426,293
1427,79
1428,144
1429,83
1430,30
1430,94
1430,104
1431,83
1431,307
1432,42
1433,42
1434,39
1434,58
1435,42
1436,13
1436,14
1436,79
1437,49
1438,19
1438,57
1438,117
1439,136
1440,136
1441,39
1442,13
1443,30
1443,94
1444,13
1445,39
1445,40
1445,58
1445,151
1445,152
1445,153
1446,25
1447,13
1447,304
1448,25
1448,39
1448,125
1448,138
1448,193
1449,12
1450,25
1451,82
1451,102
1452,71
1453,33
1454,5
1455,57
1456,44
1457,57
1458,42
1459,12
1460,27
1461,19
1461,30
1461,84
1461,164
1462,190
1463,2
1463,39
1464,57
1465,45
1466,52
1467,14
1467,50
1468,160
1469,33
1470,5
1470,45
1471,39
1471,40
1471,58
1472,49
1473,57
1474,47
1475,47
1476,24
1477,45
1478,57
1479,26
1479,293
1480,57
1481,14
1481,54
1481,70
1482,19
1483,315
1484,49
1485,44
1486,5
1486,25
1486,26
1486,172
1486,293
1487,45
1487,117
1487,163
1487,172
1488,13
1489,45
1489,169
1490,169
1490,275
1491,241
1492,57
1492,93
1493,47
1494,25
1495,231
1496,13
1496,170
1497,39
1497,58
1498,39
1498,58
1498,76
1499,25
1500,24
1501,83
1502,19
1503,5
1504,26
1504,67
1504,307
1505,5
1506,45
1507,39
1508,82
1509,25
1510,14
1510,98
1510,104
1510,142
1511,160
1512,14
1512,172
1513,241
1514,100
1515,33
1516,73
1517,79
1517,236
1518,19
1518,52
1519,13
1520,297
1521,5
1522,42
1522,84
1523,79
1523,277
1524,57
1525,14
1525,34
1525,97
1526,15
1526,39
1526,40
1526,58
1526,153
1526,154
1527,49
1528,2
1529,5
1529,25
1529,45
1530,45
1531,2
1532,25
1533,62
1534,34
1534,50
1535,45
1536,42
1536,169
1536,293
1537,42
1538,13
1538,172
1538,185
1539,42
1540,45
1540,293
1541,13
1541,74
1542,45
1543,5
1544,13
1544,19
1544,30
1544,172
1545,31
1546,14
1546,98
1546,104
1546,142
1547,13
1547,26
1548,5
1549,19
1549,149
1550,45
1551,36
1551,94
1552,47
1553,42
1554,47
1555,25
1556,13
1557,47
1558,5
1559,47
1560,13
1560,172
1561,47
1562,47
1563,297
1564,33
1564,57
1565,191
1566,83
1567,241
1568,42
1569,26
1570,49
1570,50
1571,44
1572,136
1573,42
1573,225
1574,39
1574,42
1575,14
1576,26
1576,32
1576,307
1577,35
1578,47
1579,14
1579,34
1580,13
1580,172
1581,42
1582,1
1583,5
1583,25
1584,42
1585,5
1585,169
1586,14
1586,97
1586,142
1587,67
1587,169
1587,276
1588,42
1588,225
1589,241
1590,210
1591,83
1591,307
1592,12
1593,26
1594,83
1594,307
1595,45
1596,107
1597,13
1598,2
1598,25
1598,27
1598,45
1599,49
1600,49
1601,45
1602,19
1602,25
1603,83
1603,307
1604,13
1604,24
1605,13
1606,97
1679,82
1680,19
1680,24
1680,26
1607,39
1607,58
1607,137
1608,13
1609,5
1610,47
1611,97
1612,5
1613,35
1613,121
1614,139
1614,196
1615,5
1616,13
1616,47
1617,42
1618,13
1619,149
1620,26
1621,30
1622,107
1623,2
1624,49
1624,92
1625,13
1626,50
1627,97
1627,172
1627,185
1628,70
1628,84
1629,14
1629,30
1629,84
1629,87
1629,97
1629,267
1630,160
1631,13
1632,77
1633,47
1634,47
1635,73
1636,49
1637,47
1638,45
1639,25
1640,14
1641,26
1642,87
1642,172
1643,2
1644,94
1645,33
1646,49
1647,78
1648,25
1648,67
1649,57
1650,13
1650,19
1651,26
1651,172
1652,136
1653,26
1654,100
1655,39
1655,58
1656,19
1656,45
1657,25
1657,67
1657,277
1658,77
1659,315
1660,12
1661,77
1662,52
1663,2
1664,33
1665,62
1665,172
1666,47
1667,83
1668,45
1669,47
1670,47
1671,5
1671,19
1672,2
1672,100
1672,144
1673,47
1674,136
1675,42
1676,14
1677,25
1677,26
1677,92
1678,47
1681,19
1681,25
1682,49
1683,49
1684,49
1685,25
1685,45
1686,79
1687,13
1688,5
1689,49
1690,52
1691,52
1691,169
1692,26
1693,25
1693,26
1694,178
1695,26
1696,25
1697,19
1697,45
1698,52
1698,169
1699,83
1699,169
1700,57
1701,101
1702,113
1703,30
1703,94
1704,19
1705,241
1706,13
1707,12
1708,298
1709,12
1709,26
1709,87
1710,39
1710,58
1710,137
1711,57
1712,42
1713,49
1714,19
1714,147
1715,24
1715,282
1716,26
1717,161
1718,57
1718,172
1719,42
1719,52
1720,2
1720,225
1721,98
1721,118
1722,33
1722,216
1723,47
1724,57
1725,49
1726,42
1726,307
1727,89
1728,45
1728,67
1729,14
1729,172
1730,74
1731,136
1732,45
1733,57
1734,49
1735,57
1736,67
1737,26
1738,12
1739,47
1740,14
1740,172
1741,79
1741,277
1742,25
1743,45
1744,45
1745,33
1746,42
1747,24
1747,25
1747,172
1748,13
1749,39
1749,58
1749,193
1750,19
1751,39
1751,58
1820,45
1752,13
1753,49
1754,49
1755,70
1756,25
1756,45
1757,199
1758,210
1759,30
1760,83
1761,209
1762,210
1763,33
1764,14
1764,142
1765,30
1766,52
1767,2
1768,45
1769,2
1770,87
1770,168
1771,5
1771,45
1772,79
1773,79
1774,79
1775,14
1776,2
1776,79
1776,262
1776,277
1777,25
1777,293
1778,25
1778,293
1779,19
1779,195
1780,77
1781,78
1782,169
1782,172
1782,241
1783,33
1784,49
1784,92
1785,45
1786,45
1787,42
1788,24
1788,79
1788,293
1789,37
1790,57
1791,13
1791,24
1792,13
1792,24
1793,68
1794,50
1795,261
1796,84
1796,149
1797,5
1798,79
1799,5
1799,25
1800,19
1800,25
1801,25
1802,94
1803,163
1804,5
1804,172
1805,12
1805,178
1806,39
1806,292
1806,257
1807,54
1808,26
1809,5
1809,30
1810,84
1810,172
1810,195
1810,267
1811,25
1811,276
1812,261
1813,49
1814,34
1815,42
1816,49
1817,45
1818,39
1818,58
1818,292
1818,257
1819,50
1821,25
1822,70
1823,25
1823,117
1823,163
1824,14
1825,169
1825,275
1826,71
1827,136
1827,314
1828,5
1829,39
1829,40
1829,58
1829,125
1829,151
1829,152
1829,153
1830,26
1831,33
1831,216
1832,25
1832,26
1833,19
1833,45
1834,33
1834,216
1834,263
1835,2
1836,136
1837,12
1838,14
1839,79
1840,42
1840,79
1840,172
1840,293
1841,39
1841,59
1842,14
1843,274
1844,5
1844,134
1844,139
1845,57
1846,57
1847,117
1848,13
1849,13
1849,57
1850,136
1851,25
1851,172
1852,19
1852,45
1853,45
1854,42
1855,52
1855,169
1856,45
1857,13
1858,136
1859,136
1860,136
1861,136
1862,136
1863,5
1864,47
1865,13
1866,42
1867,42
1867,82
1868,58
1868,71
1869,136
1870,71
1871,27
1872,98
1872,142
1873,13
1874,57
1875,42
1876,24
1877,2
1878,13
1878,19
1878,122
1879,42
1880,42
1880,225
1881,228
1882,263
1882,297
1883,25
1884,24
1885,35
1886,42
1887,12
1888,79
1958,42
1958,79
1959,79
1960,14
1960,30
1960,84
1960,267
1888,277
1889,35
1890,45
1891,25
1891,37
1892,13
1893,14
1893,31
1894,79
1895,30
1896,45
1897,94
1898,30
1899,25
1900,39
1900,58
1901,19
1901,25
